公司代號,公司簡稱,財務結構-負債佔資產比率(%),財務結構-長期資金佔不動產、廠房及設備比率(%),償債能力-流動比率(%),償債能力-速動比率(%),償債能力-利息保障倍數(%),經營能力-應收款項週轉率(次),經營能力-平均收現日數,經營能力-存貨週轉率(次),經營能力-平均售貨日數,經營能力-不動產、廠房及設備週轉率(次),經營能力-總資產週轉率(次),獲利能力-資產報酬率(%),獲利能力-權益報酬率(%),獲利能力-稅前純益佔實收資本比率(%),獲利能力-純益率(%),獲利能力-每股盈餘(元),現金流量-現金流量比率(%),現金流量-現金流量允當比率(%),現金流量-現金再投資比率(%)
1220,台榮,21.18,299.75,441.68,299.19,29.02,4.27,85.48,3.73,97.85,2.72,0.78,2.89,3.52,5.94,3.56,0.44,22.28,100.33,-0.43
1225,福懋油,48.16,218.91,182.99,112.59,17.41,6.88,53.05,7.4,49.32,5.06,1.57,5,8.76,19.14,2.98,1.13,3.61,130.98,-3.14
1227,佳格,33.84,274.35,217.13,129.47,37.26,5.11,71.42,4.31,84.68,5.11,1.19,10.21,15.01,30,8.35,2.39,35.62,88.34,5.88
1229,聯華,14.73,1505.05,83.11,50.73,104.42,5.96,61.24,4.1,89.02,2.77,0.16,10.68,12.49,31.91,61.07,3.11,56.59,92.79,1.23
1231,聯華食,51.77,171.77,166.98,95.2,1878.22,5.49,66.48,5.03,72.56,2.6,1.09,6.69,13.24,30.94,5.79,2.54,38.1,75.25,6.87
1232,大統益,29.85,667.6,309.62,155.75,161.27,17.26,21.14,6.84,53.36,30.06,3.08,15.27,21.8,62.78,4.93,5.11,77.65,68.54,5.44
1233,天仁,27.54,157.93,188.04,120.75,22549.67,8.69,42,3.08,118.5,2.22,1.05,8.66,11.99,23.27,8.23,1.94,52.85,92.93,4.29
1234,黑松,23.16,304.05,257.78,85.47,38.98,13.39,27.25,1.6,228.12,1.49,0.4,2.47,3.07,16.02,5.98,1.35,-21.11,-11.79,-8.93
1235,興泰,27.5,2308.93,275.08,273.88,16.34,0.44,829.54,2.38,153.36,0.42,0.02,6.52,8.86,56.61,399.16,5.23,2.45,3654.62,0.83
1236,宏亞,40.06,144.82,173.66,100.31,2.43,4.69,77.82,4.4,82.95,1.06,0.62,0.34,0.28,0.85,0.27,0.05,4.62,96.83,-0.28
1256,鮮活果汁-KY,34.32,282.72,213.49,169.88,20.74,19.91,18.33,8.98,40.64,5.72,1.44,15.01,23.44,145.41,9.84,10.01,56.93,126.68,13.86
1301,台塑,27.53,585.86,258.46,228.23,36.67,13.94,26.18,9.97,36.6,2.99,0.43,10.87,15.01,86.25,23.89,7.76,64.65,126.09,3.02
1303,南亞,32.51,349.42,266.14,208.6,37.6,5.84,62.5,6.73,54.23,2.25,0.57,10.37,15.03,79.15,17.63,6.87,51.63,129.28,0.71
1304,台聚,45.94,216.89,236.99,177.67,1475.22,7.58,48.15,7.54,48.4,2.5,0.92,4.6,8.11,29.93,4.66,1.06,33.68,77.76,4.78
1305,華夏,35.28,190,335.59,228.65,124.88,9.45,38.62,6.66,54.8,2.68,1.13,10.39,16.79,32.8,9.11,2.58,90.23,97.46,3.9
1307,三芳,41.8,177.35,229.6,175,35.73,6.87,53.12,4.37,83.52,1.58,0.67,6.27,10.43,28.86,9.14,2.27,35.02,114.85,1.63
1308,亞聚,34.01,345.29,219.64,181.81,1670.21,8.4,43.45,7.95,45.91,1.72,0.43,4.06,5.85,12.66,8.83,1.09,41.21,51.59,4.04
1309,台達化,55.68,234.79,169.61,125.74,14.85,7.76,47.03,13.78,26.48,8.15,2.29,6.28,13.78,20.69,2.53,1.53,13.42,79.86,4
1310,台苯,30.69,205,176.39,112.99,44.23,12.45,29.31,21.18,17.23,3.42,1.3,8.88,13.02,23.61,6.67,2,16.63,134.23,-4.93
1312,國喬,16.13,319.72,302.59,236.61,290995.34,7.39,49.39,10.65,34.27,2.91,0.88,13.01,15.55,45.14,14.76,3.64,128.09,243.69,8.39
1313,聯成,52.75,193.62,136.65,73.31,893.53,15.13,24.12,7.26,50.27,3.48,1.24,6.47,11.8,24.46,4.62,2.02,8.45,59.2,1.46
1314,中石化,23.37,456.95,444.14,370.18,34.42,12.07,30.24,14.14,25.81,2.04,0.42,7.9,10.72,23.33,18.26,2.55,82.58,24.44,4.61
1315,達新,23.1,496.37,354.55,297.47,18.77,6.18,59.06,3.09,118.12,1.56,0.28,1.83,2.3,8.36,6.34,0.9,13.53,95.35,0
1316,上曜,41.31,910.68,197.3,67.52,24.03,10.14,35.99,0.66,553.03,7.87,0.49,7.75,14.09,29.87,15.1,3.17,22.85,-62.26,8.62
1319,東陽,43.37,148.97,119.73,77.97,24.77,5,73,6.55,55.72,1.27,0.66,6.73,11.55,50.81,9.8,3.96,64.86,94.94,9.62
1321,大洋,56.06,243.09,160.72,92.18,0.74,8.2,44.51,5.94,61.44,1.09,0.41,-0.46,-1.69,-0.45,-1.82,-0.37,3.6,8.66,0.27
1323,永裕,46.28,241.1,391.95,280.12,34.92,4.49,81.29,4.94,73.88,2.33,0.83,8.36,15.3,44.56,9.68,2.76,63.15,123.54,2.55
1324,地球,26.24,271.92,310.81,248.64,1154.47,5.56,65.64,5.9,61.86,3.47,0.9,4.41,5.95,11.52,4.91,0.8,39.49,112.48,4.91
1325,恆大,6.81,232.38,1617.42,1372.16,1652.81,5.37,67.97,5.06,72.13,1.07,0.45,2.05,2.22,6.2,4.59,0.51,213.93,140.58,2.03
1326,台化,26.88,384.81,307.96,256.72,28.67,9.65,37.82,7.53,48.47,2.85,0.62,11.1,15.04,113.81,16.79,9.33,86.43,142.89,4.35
1337,再生-KY,8.21,190.33,528.92,369.93,29.38,3.6,101.38,12.75,28.62,0.85,0.42,1.73,1.84,3.52,3.97,0.68,88.62,113.1,6.31
1338,廣華-KY,30.91,223.51,201.41,170.05,26.78,3.51,103.98,7.32,49.86,2.59,0.81,8,11.15,109.85,9.31,9.25,34.16,89.55,7.5
1339,昭輝,48.6,139.98,127.76,108.18,9.03,3.83,95.3,6.33,57.66,0.88,0.45,4.67,8.51,46.35,9.3,3.72,22.65,82.24,4.4
1340,勝悅-KY,5.85,974.58,1447.79,1434.75,NA,3.17,115.14,86.6,4.21,5.04,0.49,12.42,13.32,79.27,24.52,6.61,268.47,NA,16.01
1341,富林-KY,63.97,163.55,110.36,55.18,14.78,7.11,51.33,4.6,79.34,10.11,1.88,18.74,37.86,88.74,9.24,6.88,38.76,NA,-15.39
1402,遠東新,50.55,231.74,98.44,68.92,7.48,8.62,42.34,6.91,52.82,1.43,0.42,3.26,4.19,31.56,6.52,1.61,29.31,76.36,8.25
1409,新纖,75.52,212.24,89.25,84.69,3.27,4.61,79.17,6.31,57.84,1.58,0.23,1.24,3.27,9.73,3.36,0.6,2.78,264.35,3.48
1410,南染,17.65,564.18,807.93,784.81,1179.37,5.17,70.59,16.64,21.93,1.98,0.35,6.64,8.07,17.35,19.13,1.28,158.64,126.55,1.44
1413,宏洲,61.42,143.22,132.37,67.36,8.42,13.27,27.5,6.3,57.93,2.72,1.36,5.56,13.93,8.82,3.71,0.88,44.99,74.27,5.13
1414,東和,30.36,224.15,135.22,61.39,13.35,8.89,41.05,1.58,231.01,0.46,0.17,2.09,2.9,4.15,11.3,0.41,0,26.69,-1.02
1416,廣豐,50.98,146.22,140.92,66.79,4.58,50.22,7.26,1.02,357.84,0.46,0.23,2.88,4.81,13.25,9.92,1.13,84.77,36.85,7.1
1417,嘉裕,22.45,389.16,269.54,168.75,-7124.67,7.94,45.96,1,365,2.1,0.42,-9.33,-12.41,-13.36,-22.58,-1.21,30.56,0,6.56
1418,東華,94.44,33.42,26.72,9.87,-11.45,235.74,1.54,5.57,65.52,1.32,1.03,-17.91,-164.12,-55.92,-19.63,-5.92,-19.13,-165.6,-18.91
1419,新紡,32.83,1982.05,100.39,87.61,46.22,7.37,49.52,2.08,175.48,2.99,0.11,9.63,14.39,46.04,82.83,4.15,-6,-20.06,-3.3
1423,利華,8.32,776.77,3959.61,2547.82,1613.87,13.56,26.91,1.06,344.33,1.86,0.24,1.62,1.77,2.89,6.74,0.27,433.32,214.96,5.01
1432,大魯閣,36.94,324.23,193.04,150.45,-0.31,31.69,11.51,0.29,1258.62,0.35,0.21,-1.16,-7.88,-10.57,-15.31,-0.85,24.67,-2.5,10.08
1434,福懋,22.72,501.04,254.75,159.45,27.14,8.25,44.24,4.36,83.71,2.42,0.44,5.26,6.64,31.32,11.69,2.54,67.3,123.49,2.84
1435,中福,15.32,1182.74,18175.52,17881.21,1451.72,24.05,15.17,0.04,9125,0.37,0.03,0.07,0.08,0.06,2.06,0.01,657.69,92521.05,2.24
1436,華友聯,65.5,17148.59,197.21,12.55,370.64,954.44,0.38,0.3,1216.66,97.27,0.32,4.33,10.1,36.49,10.72,3.15,-4.7,-83.51,-5.89
1437,勤益控,43.81,72116.98,199.89,191.22,6.28,21.74,16.78,4.01,91.02,42.52,0.06,3.85,5.94,18.21,56.56,1.6,26.09,383.96,5.11
1438,裕豐,11.58,1845.13,38923.8,24918.92,NA,NA,NA,0.03,NA,0.13,0.01,-0.91,-1.03,-0.54,-12951.16,-0.05,-549.97,NA,-1.33
1439,中和,7.85,2641.3,10579.65,10447.55,-49.44,31.29,11.66,16.14,22.61,3.14,0.12,-0.32,-0.35,-0.75,-2.79,-0.07,-39.03,5.04,1.84
1440,南紡,41.3,170.35,105.53,54.66,7.39,11.44,31.9,4.16,87.74,1.07,0.5,2.02,2.97,4.52,3.57,0.45,9.1,38.4,0.9
1441,大東,83.3,118.96,69.85,23.75,-309,8.56,42.64,3.41,107.03,0.88,0.51,-7.01,-49.27,-34.09,-16.88,-3.83,-22.32,-45.52,-7.22
1442,名軒,45.63,36331.73,826.89,26.54,213.52,109.29,3.33,0.21,1738.09,113.78,0.26,5,10.29,18.01,19.15,2.02,144.12,144.75,15.29
1443,立益,91.45,29.68,31.71,19.58,0,8.16,44.73,2.04,178.92,0.39,0.26,-5.27,-49.71,-21.4,-25.66,-1.79,0,0,0
1444,力麗,34.73,196.32,117.82,68.39,0.73,8.75,41.71,4.7,77.65,1.68,0.58,0.04,-0.4,-0.18,-0.43,-0.01,27.96,63.97,5.77
1445,大宇,15.84,193.61,579.04,257.2,207.43,6.18,59.06,2.57,142.02,1.67,0.73,0.55,0.66,0.52,0.77,0.09,28.3,80.8,0.28
1446,宏和,56.12,74211.64,606.91,92.78,-8.93,16.05,22.74,7.97,45.79,118.22,0.14,-0.95,-2.32,-2.86,-7.68,-0.29,27.64,-52.85,3.4
1447,力鵬,46.79,206.22,146.71,98.05,-1.26,6.29,58.02,5.87,62.18,2.4,0.77,-0.44,-1.75,-2.74,-1.12,-0.21,41.75,65.78,10.81
1449,佳和,82.35,89.83,105.46,68.28,1.66,4.04,90.34,3.03,120.46,0.95,0.5,3.17,4.89,6.03,2.14,0.48,-13.24,-1005.46,-9
1451,年興,32.53,443.48,252.57,164.87,26.08,4.58,79.69,3.31,110.27,3.87,0.75,2.45,3.28,17.24,3.12,0.94,20.05,98.35,0
1452,宏益,8.7,324.44,960.26,803.81,25873,6.06,60.23,6.2,58.87,2.99,0.79,8.07,8.84,19.51,10.2,1.63,49.33,95.38,-2.01
1453,大將,27.31,907.58,309.47,157.54,-2843.56,11.69,31.22,0.12,3041.66,0.59,0.05,-2.12,-2.7,-2.85,-41.88,-0.3,-25.05,-140.08,-9.12
1454,台富,28.43,198.52,240.36,122.6,791.83,8.71,41.9,2.25,162.22,2.22,0.86,0.99,1.16,1.62,1,0.14,0.03,0.48,-0.01
1455,集盛,35.95,145.85,144.27,81.18,29.12,6.2,58.87,6.47,56.41,2.61,1.27,3.16,4.71,6.68,2.41,0.59,4.67,133.69,0.04
1456,怡華,74.76,3850.64,153.78,19.74,165.21,3.64,100.27,0.38,960.52,11.26,0.22,1.98,3.34,4.41,3.81,0.41,NA,NA,NA
1457,宜進,50.81,222.84,112.96,89.5,11.6,8.38,43.55,5.37,67.97,0.96,0.4,6.18,10.84,26.41,14.02,2.52,12.82,35.72,4.65
1459,聯發,52.14,165.65,145.13,124.05,267.14,7.25,50.34,7.68,47.52,1.14,0.48,1.98,2.84,2.53,2.81,0.3,1.51,10.21,0.48
1460,宏遠,59.16,119.12,111.22,34.53,5.8,6.89,52.97,1.84,198.36,1.96,0.82,2.47,4.43,6.19,2.43,0.47,0.74,39.07,-1.44
1463,強盛,10.83,679.86,832.57,689.35,0,4.65,78.49,1.53,238.56,4.14,0.56,16.86,21.05,41.11,33.21,3.48,223.66,50.85,-1.37
1464,得力,59.79,140.44,119.17,72.01,7.37,4.77,76.51,2.94,124.14,1.77,0.63,3.77,7.84,13.46,5.23,1.21,-2.51,11.69,-7.13
1465,偉全,14.66,286.99,542.24,350.17,38452.38,8.08,45.17,2.48,147.17,3.2,0.77,1.39,2.03,3.11,1.85,0.25,29.92,131.62,0.97
1466,聚隆,52.79,144.57,161.39,67.95,0.4,7.21,50.62,4.45,82.02,2.12,1.08,0.49,-0.17,-1.27,-0.07,-0.03,11.66,60.71,1.8
1467,南緯,67.44,170.14,136.67,88.78,1.33,6.27,58.21,4.7,77.65,3.08,1.07,-0.14,-3.04,1.13,-0.97,-0.36,5.24,36.12,2.66
1468,昶和,56.27,285.3,159.58,54.46,-3.82,9.09,40.15,0.71,514.08,1.11,0.26,-3.58,-9.93,-6.4,-17.13,-0.59,-6.01,101.67,-1.4
1470,大統新創,15.57,270.85,407.83,319.39,0,4.42,82.57,4.2,86.9,1.94,0.64,3.81,4.42,5.72,5.97,0.49,59.14,119.27,3.27
1471,首利,39.44,235.55,142.12,126.42,-75.27,2.4,152.08,9.94,36.72,1.97,0.55,-20.08,-30.2,-0.3,-37.02,-2.32,-26.12,23.16,-7.2
1472,三洋紡,60.46,74.31,76.2,57.64,0,5.17,70.59,4.89,74.64,1.53,0.79,-4.09,-12,-9.35,-6.07,-1.08,-8.15,-39.62,-2.84
1473,台南,37.1,374.59,244.24,165.21,4.02,6.18,59.06,7.12,51.26,6.56,1.27,1.81,2.39,6.14,1.12,0.64,41.14,108.05,8.95
1474,弘裕,52.92,216.88,132.96,85.71,11.71,5.42,67.34,3.29,110.94,3.54,0.91,3.22,5.76,11.1,3.21,0.84,5.68,84.79,1.22
1475,本盟,53.86,428.94,154.9,90.25,-23.12,6.34,57.57,3.34,109.28,5.98,0.57,-26.56,-56.75,-37.1,-48.12,-12.31,-30.46,-6.07,-3.52
1476,儒鴻,24.89,153.37,196.73,106.08,14109.3,7.44,49.05,4.6,79.34,2.97,1.21,15.38,20.23,153.04,12.6,11.12,58.6,77.91,0.11
1477,聚陽,32.33,184.42,189.82,121.57,50.73,36.57,9.98,6.64,54.96,4.6,1.74,10.3,15.05,77.21,5.79,6.18,45.61,68.16,3.18
1503,士電,39.56,182.06,129.36,79.76,39.7,3.29,110.94,3.38,107.98,1.59,0.61,3.87,6.26,34.99,6.23,2.55,13.09,84.12,2.34
1504,東元,37.1,381.31,236.16,173.42,18.1,4.41,82.76,3.19,114.42,2.8,0.55,2.72,6.24,21.74,6.96,1.56,31.43,126.72,4.18
1506,正道,55.23,132.91,101.82,57.09,-0.93,2.96,123.31,2.22,164.41,1.28,0.48,0.53,-0.92,-5.13,-0.88,-0.12,2.59,47.3,1.34
1507,永大,50.83,219.01,138.6,76.61,17404.4,4.07,89.68,1.7,214.7,2.8,0.65,4.47,9.78,37.9,6.91,2.76,8.37,89.52,-0.45
1512,瑞利,81.96,52.66,58.41,34.31,-894.67,2.66,137.21,5.84,62.5,1.42,0.65,-13.32,-58.36,-30.42,-22.12,-3.09,2.73,52.52,1.56
1513,中興電,54.3,248.97,136.25,69.27,16.83,5.89,61.96,2.36,154.66,3.31,0.72,3.46,6.81,13.94,4.51,1.19,7.83,29.04,1.1
1514,亞力,46.82,310.76,159.14,117.11,12.38,1.91,191.09,3.6,101.38,3.86,0.73,2.45,4.28,6.48,3.09,0.58,28.73,96.84,12.96
1515,力山,61.38,138.59,113.73,91.46,9.36,4.46,81.83,6.46,56.5,2.44,0.9,5.19,11.29,19.87,5.09,1.49,20.02,63.25,12.14
1516,川飛,8.77,764.65,926.82,926.82,341.82,4.15,87.95,20.94,17.43,16.88,1.78,3.82,4.96,5.5,2.14,0.55,*****,*****,*****
1517,利奇,28.14,291.98,352.78,264.74,*****,3.55,102.81,3.43,106.41,2.03,0.59,1.57,2.19,2.74,2.66,-0.18,3.88,74.74,-0.32
1519,華城,55.93,282.1,180.44,105.2,6.12,2.25,162.22,2.45,148.97,4.29,0.83,1.59,2.87,4.83,1.56,0.36,-12.04,21.76,-9.92
1521,大億,48.91,218.71,146.33,83.78,578.88,5.8,62.93,6.95,52.51,6.08,1.67,13.47,26.36,76.87,8.06,6.55,36.85,77.51,4.93
1522,堤維西,67.71,166.34,117.48,51.58,8.67,6.29,58.02,2.99,122.07,2.07,0.81,3.69,9.62,27.91,3.98,2.12,23,70.1,4.52
1524,耿鼎,57.02,113.07,107.01,68.48,767.07,6.07,60.13,4.58,79.69,0.85,0.53,3.75,7.72,11.59,6.24,0.91,35.68,160.42,4.48
1525,江申,18.99,814.94,119.72,98.07,343,7.73,47.21,7.71,47.34,2.43,0.25,11.8,14.53,83.35,46.24,7.36,-6.81,25.52,-4.53
1526,日馳,64.88,226.91,146.23,100.47,17.29,6.08,60.03,2.13,171.36,5.82,0.75,7.94,19.01,33.12,10.13,2.71,18.86,126.81,12.5
1527,鑽全,78.57,426.95,117.26,55.05,3.24,4.79,76.2,4.52,80.75,4.31,0.26,1.97,6.11,17.16,5.32,1.48,3.35,143.73,-4.59
1528,恩德,59.15,232.1,146.35,82.05,5,3.38,107.98,2.13,171.36,4.1,0.85,2.3,4.09,6.87,2.13,0.55,-8.46,37.49,-9.91
1529,樂士,17.45,618.04,328.94,318.1,15191.87,4.58,79.69,55.29,6.6,7.23,0.97,9.54,13.56,1.04,7.91,0.11,-88.08,258.09,-26.51
1530,亞崴,61.52,140.61,117.21,67.86,11.06,3.11,117.36,1.82,200.54,2.03,0.6,2.78,6.36,28.64,4.08,1.83,2.43,63.34,0.86
1531,高林股,18.6,349.53,496.66,362.45,79.21,2.8,130.35,2.34,155.98,1.73,0.48,3.37,4.09,11.56,6.96,0.85,43.45,90.59,2.97
1532,勤美,60.4,246.69,175.59,69.6,6.72,3.13,116.61,0.78,467.94,1.44,0.37,3.08,6.07,36.76,7.07,1.58,-2.69,69.53,-3.4
1533,車王電,47.45,313.87,195.63,123.58,14.73,4.62,79,1.31,278.62,2.69,0.59,2.95,5.03,18.99,4.55,1.15,23.9,170.02,8.38
1535,中宇,59.96,1812.72,154.19,71.01,28.16,9.04,40.37,0.52,701.92,59.02,1.3,2.55,5.96,19.72,1.87,1.51,9.06,31.19,4.31
1536,和大,53.45,125.47,126.53,85.49,30.07,4.63,78.83,2.91,125.42,0.99,0.53,9.87,22.46,54.05,17.92,4.81,22.67,52.65,0.21
1537,廣隆,31.04,374.39,305.38,174.66,377.48,6.81,53.59,3.55,102.81,7.03,1.5,17.57,24.75,146.48,11.66,11.04,59.66,107.77,0.91
1538,正峰新,69.33,131.91,90.46,66.61,-7.13,6.76,53.99,5.91,61.75,0.7,0.43,-9.26,-30.43,-18.49,-23.87,-1.85,7.62,47.07,2.37
1539,巨庭,65.53,184.9,129.83,93.64,4.46,7.65,47.71,4.01,91.02,4.12,0.88,3.21,6.92,16.17,2.73,1.17,2.6,124.04,-1.93
1540,喬福,15.72,399.77,516.46,411.38,13772.5,5.61,65.06,0.86,424.41,1.66,0.36,2.79,3.28,6.48,7.88,0.5,7.88,143.02,-3.28
1541,錩泰,60.34,173.78,125.23,93.09,28.09,2.81,129.89,5.75,63.47,5.57,1.33,5.11,11.15,22.87,3.7,1.71,2.55,53.71,19.81
1558,伸興,34.33,372.49,252.9,231.65,93.16,4.38,83.33,10.18,35.85,4.5,0.92,8.39,11.95,117.5,8.98,8.68,48.72,120.55,6.92
1560,中砂,23.63,154.16,209.43,122.66,82429.18,5.52,66.12,4.02,90.79,1.62,0.88,14.24,18.7,61.83,16.19,5.2,91.47,96.82,8.58
1568,倉佑,57.16,142.71,151.69,90.04,13.96,3.67,99.45,4,91.25,2.27,0.94,5.86,12.28,24.07,5.72,1.86,25.25,75.64,6.22
1582,信錦,30.45,1099.38,298.3,269.84,33061.25,2.76,132.24,11.02,33.12,15.9,1.03,9.89,15.05,74.05,9.8,5.42,42.17,122.33,2.47
1583,程泰,62.16,368.55,131.34,79.04,11.52,3.41,107.03,1.6,228.12,2.08,0.57,3.91,8.53,60.45,6.22,3.44,4.7,83.92,3.06
1587,吉茂,54.83,136.48,121.51,58.94,2.73,4.86,75.1,1.58,231.01,1.31,0.55,1.12,1.41,4.08,1.17,0.27,11.18,49.12,3.06
1589,永冠-KY,32.92,151.83,157.02,124.2,5.99,3.01,121.26,3.69,98.91,1.07,0.43,2.16,2.82,4.62,4.03,2.28,14.43,77.95,2.25
1590,亞德客-KY,44.78,118.77,108.27,71.49,26.87,2.98,122.48,2.15,169.76,1.03,0.53,13.22,24.7,230.51,24.05,18.07,10.68,33.35,0.88
1592,英瑞-KY,57.15,189.82,172.47,94.01,3.86,5.43,67.21,1.91,191.09,2.03,0.7,5.28,8.71,40.98,5.31,2.75,10.73,31.67,0.77
1598,岱宇,67.67,130.57,102.93,60.13,-5.66,5.48,66.6,3.48,104.88,1.98,0.74,-2.35,-7.58,-21.64,-3.72,-1.62,-10.4,86.59,-37.86
1603,華電,33.34,188.18,167.44,117.15,26.01,2.24,162.94,2.79,130.82,0.87,0.35,3.81,5.71,17.79,10.45,1.77,8.72,84.91,0.89
1604,聲寶,43.96,173.49,170.14,93.74,19.37,9.95,36.68,4.68,77.99,1.99,0.72,2.89,4.7,7.44,3.82,0.67,4.81,74.93,-4.6
1605,華新,44.5,455.72,183.87,80.75,1931.29,11.75,31.06,5.24,69.65,8.09,1.37,5.77,9.73,27.9,3.98,1.97,22.23,83.19,5.32
1608,華榮,34.79,309.38,174.64,76.52,3748.26,6.82,53.51,2.67,136.7,2.74,0.66,5.08,7.57,10.76,7.42,1.04,0,55.66,0
1609,大亞,57.29,303.07,169.7,110.71,476.29,4.96,73.58,4.8,76.04,4.21,0.93,4.4,7.15,12.18,3.66,0.83,-3.23,15.94,-4.04
1611,中電,30.4,379.76,230.73,194.29,38.5,4.07,89.68,2.67,136.7,1.58,0.38,8.66,12.7,16.44,21.72,1.54,-0.07,55,-5.72
1612,宏泰,11.8,399.92,523,343.47,436.45,5.13,71.15,3.93,92.87,3.19,0.67,3.86,4.47,7,5.75,0.65,-16.43,49.07,-2.43
1614,三洋電,20.52,141.94,298.24,157.76,40.21,16.97,21.5,4.23,86.28,1.21,0.76,3.35,4.14,9.47,4.32,0.83,58.93,116.29,1.58
1615,大山,32.25,268.43,203.82,108.14,46.83,6.59,55.38,5.68,64.26,4.17,1.21,6.61,9.45,15.01,5.36,1.31,14.99,72.58,3.19
1616,億泰,53.95,227.66,141.08,76.39,-7.64,4.37,83.52,2.98,122.48,3.7,0.84,-2.9,-6.64,-5.53,-3.84,-0.58,0,87.03,0
1617,榮星,51.95,220.96,160.54,138.85,12,4.41,82.76,9.75,37.43,4.27,0.97,4.02,7.15,11.17,3.46,0.81,1.31,137.39,0.74
1618,合機,6.98,265.04,831.01,624.92,2452.66,3.72,98.11,3.86,94.55,1.53,0.49,1.93,2.07,4.17,3.93,0.35,87.61,77.45,3.27
1626,艾美特-KY,66.84,156.26,112.79,50.26,1.1,6.9,52.89,3.39,107.66,4.13,1.28,0.86,0.16,0.6,0.04,0.03,8.75,78.95,6.04
1701,中化,45.47,189,179.12,111.54,11.22,3.21,113.7,2.58,141.47,1.54,0.61,3.32,5.52,12.28,4.91,1.05,17.53,62.12,2.67
1702,南僑,73.43,121.34,119.93,83.19,11.01,9.45,38.62,5.28,69.12,1.55,0.83,5.33,17.17,51.16,5.79,4.01,13.46,56.64,1.36
1707,葡萄王,36.03,110.34,100.38,81.59,137.84,50.52,7.22,3.13,116.61,1.51,0.97,20.05,31.95,177.9,20.61,10.03,86.68,91.67,13.81
1708,東鹼,48.07,122.97,117.58,86.92,6.96,6.27,58.21,7.43,49.12,0.52,0.36,5.68,9.05,28.97,12.69,2.44,53.03,66.99,6.18
1709,和益,25.98,320.37,252.44,97.29,90.95,8.84,41.28,2.54,143.7,3.24,0.84,6.42,8.66,16.72,7.53,1.32,43.02,92.49,0.53
